"design_set","design","omega_sq_regime","effect_size","shift_scale","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","50, 80, 120, 150",100,"F.P.",4,1,1.6,0.59072,0.8274,0.8274,0.31298,0.31298,0.31298,0.00219895375849516,0.00169002508857117,0.00169002508857117,0.00207375755381385,0.00207375755381385,0.00207375755381385,0,0,1
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","50, 80, 120, 150",100,"F.P.",5,2,6.6,0.60174,0.83216,0.83212,0.1933,0.1933,0.1933,0.00218928742927922,0.0016713451732063,0.00167150414656979,0.00176598476777123,0.00176598476777123,0.00176598476777123,0,0,1
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","100, 160, 240, 300",200,"normal",1,0,0,0.93216,0.98898,0.98898,0.955,0.96968,0.96968,0.00112461312814674,0.000466873850199388,0.000466873850199388,0.000927092228421747,0.000766820677864128,0.000766820677864128,0,0.4041,0.5959
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","100, 160, 240, 300",200,"F.P.",2,0,6,0.9307,0.9895,0.9895,0.99866,0.99866,0.99866,0.0011357597457209,0.000455845368518754,0.000455845368518754,0.000163597334941619,0.000163597334941619,0.000163597334941619,0,0,1
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","100, 160, 240, 300",200,"F.P.",3,0.5,1,0.9362,0.98866,0.98866,0.88834,0.88838,0.88838,0.00109297355869207,0.000473527283268874,0.000473527283268874,0.00140848886683566,0.0014082682670571,0.0014082682670571,0,0.00036,0.99964
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","100, 160, 240, 300",200,"F.P.",4,1,1.6,0.942,0.98868,0.98868,0.63322,0.63322,0.63322,0.00104533248299285,0.000473114311768308,0.000473114311768308,0.0021552374885381,0.0021552374885381,0.0021552374885381,0,0,1
"brunner","unbalanced n, larger n with larger SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.028733306353703,"0.00, 0.25, 0.50, 0.75","1.0000, 1.4142, 2.0000, 2.2361","100, 160, 240, 300",200,"F.P.",5,2,6.6,0.9468,0.98788,0.98788,0.39568,0.39568,0.39568,0.00100369078903814,0.000489348660977018,0.000489348660977018,0.00218685773474179,0.00218685773474179,0.00218685773474179,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","5, 8, 12, 15",10,"normal",1,0,0,0.20334,0.1065,0.15486,0.13958,0.11582,0.1599,0.00179996024622768,0.00137954883929493,0.00161788986275333,0.00154982207753019,0.00143112352786194,0.00163909725153818,0.3908,0.46608,0.14312
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","5, 8, 12, 15",10,"F.P.",2,0,6,0.20686,0.11138,0.148,0.17936,0.15808,0.18592,0.00181145764731058,0.00140694346439365,0.00158805541465026,0.0017157505086696,0.00163150674899002,0.00173984915208187,0.27408,0.17214,0.55378
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.21552,0.13514,0.17962,0.1731,0.15284,0.191,0.00183886448440335,0.00152890274641653,0.00171672161750238,0.00169195975129434,0.00160922300754122,0.00175794766702539,0.35902,0.37158,0.2694
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.22976,0.18088,0.21346,0.22582,0.21364,0.2394,0.00188133113725362,0.00172140887414931,0.00183245643004138,0.00186989479704073,0.00183301909646354,0.00190833770596297,0.25054,0.31902,0.43044
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.2536,0.27996,0.2787,0.37482,0.37314,0.37786,0.00194569802384645,0.00200789640370214,0.00200512498363568,0.00216485550372305,0.00216289870497904,0.00216832571538503,0.05682,0.1082,0.83498
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","10, 16, 24, 30",20,"normal",1,0,0,0.283,0.17118,0.1868,0.21642,0.19622,0.20912,0.00201450241995387,0.00168450234550148,0.00174301899014325,0.00184164265589174,0.0017760501772191,0.00181872936744311,0.12304,0.63352,0.24344
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","10, 16, 24, 30",20,"F.P.",2,0,6,0.29286,0.2006,0.22222,0.3171,0.31236,0.31772,0.00203515611391362,0.00179086370223979,0.0018592378632117,0.00208109389504655,0.00207263711440281,0.0020821815559648,0.06146,0.07806,0.86048
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.2966,0.21142,0.22848,0.29472,0.27882,0.28922,0.00204268666221719,0.0018260426260085,0.00187764155045632,0.00203892187981786,0.0020053897755798,0.00202766758419619,0.10682,0.38906,0.50412
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.31258,0.25484,0.27034,0.39204,0.3864,0.39022,0.00207303518349303,0.00194882823460663,0.00198623404663197,0.00218332149900101,0.00217759059513031,0.00218150568002928,0.04026,0.19638,0.76336
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.33744,0.3454,0.35234,0.64718,0.64706,0.64708,0.0021145885954483,0.00212649401598029,0.00213633576199997,0.0021369981169856,0.00213716333676207,0.00213713581037799,8e-04,0.00668,0.99252
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","15, 24, 36, 45",30,"normal",1,0,0,0.36274,0.25132,0.2545,0.29362,0.2831,0.28544,0.00215016135394533,0.00193988792253573,0.00194797202238636,0.00203669975990572,0.0020147177966157,0.00201972278493857,0.0271,0.63792,0.33498
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","15, 24, 36, 45",30,"F.P.",2,0,6,0.38274,0.29138,0.30224,0.44998,0.44942,0.4501,0.00217370693700876,0.00203213038754899,0.00205373310047825,0.00222485055498117,0.00222459732805737,0.00222490444738645,0.0092,0.0271,0.9637
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.37546,0.29206,0.2969,0.41244,0.40296,0.40488,0.00216559362946976,0.002033523820367,0.00204328358286362,0.00220151423524809,0.00219355072154714,0.0021952320405825,0.0251,0.2987,0.6762
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.39046,0.33244,0.33622,0.5471,0.54522,0.54552,0.00218174695324641,0.00210676836125854,0.00211270495621135,0.00222612483926666,0.00222690436076631,0.00222678211596914,0.00522,0.0807,0.91408
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.4154,0.41276,0.41714,0.82454,0.82454,0.82454,0.002203827760965,0.00220176830025323,0.0022051495205541,0.00170102197751822,0.00170102197751822,0.00170102197751822,0,1e-04,0.9999
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","25, 40, 60, 75",50,"normal",1,0,0,0.52538,0.42026,0.42034,0.45102,0.45262,0.45266,0.00223318541818632,0.00220744890042782,0.0022075066677136,0.00222531327951819,0.00222600599999191,0.00222602302054583,0.00088,0.49356,0.50556
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","25, 40, 60, 75",50,"F.P.",2,0,6,0.5334,0.45794,0.45964,0.67128,0.67122,0.67122,0.00223107346360446,0.00222814252865475,0.00222877127763259,0.00210077681632295,0.00210087463500324,0.00210087463500324,0.00018,0.00186,0.99796
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","25, 40, 60, 75",50,"F.P.",3,0.5,1,0.52796,0.45028,0.45054,0.61928,0.61856,0.61858,0.00223256909590722,0.00222498504084859,0.00222510093433983,0.00217150768637829,0.00217229614187385,0.0021722743086452,0.00086,0.11968,0.87946
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","25, 40, 60, 75",50,"F.P.",4,1,1.6,0.53776,0.4783,0.47834,0.77446,0.77444,0.77444,0.00222968240967183,0.00223396110082517,0.0022339688645995,0.00186907307722304,0.00186913181129636,0.00186913181129636,2e-05,0.00874,0.99124
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","25, 40, 60, 75",50,"F.P.",5,2,6.6,0.54854,0.5384,0.5388,0.96508,0.96508,0.96508,0.00222550609255513,0.0022294637920361,0.00222932527909231,0.000820982260466083,0.000820982260466083,0.000820982260466083,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","50, 80, 120, 150",100,"normal",1,0,0,0.8025,0.75192,0.75192,0.7505,0.75788,0.75788,0.00178041427763316,0.00193150880712463,0.00193150880712463,0.00193519895617996,0.0019157134733566,0.0019157134733566,0,0.20004,0.79996
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","50, 80, 120, 150",100,"F.P.",2,0,6,0.8023,0.76534,0.76534,0.93652,0.93652,0.93652,0.00178109354049696,0.00189522919141723,0.00189522919141723,0.00109041542175448,0.00109041542175448,0.00109041542175448,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","50, 80, 120, 150",100,"F.P.",3,0.5,1,0.79794,0.75762,0.75762,0.90392,0.90392,0.90392,0.00179572690796791,0.00191641298054464,0.00191641298054464,0.00131794259055545,0.00131794259055545,0.00131794259055545,0,0.00802,0.99198
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","50, 80, 120, 150",100,"F.P.",4,1,1.6,0.7944,0.76446,0.76446,0.97488,0.97488,0.97488,0.00180736626061239,0.00189768758440371,0.00189768758440371,0.0006998426337399,0.0006998426337399,0.0006998426337399,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","50, 80, 120, 150",100,"F.P.",5,2,6.6,0.79116,0.78446,0.78446,0.99974,0.99974,0.99974,0.00181783307484488,0.00183892636285415,0.00183892636285415,7.21016504665515e-05,7.21016504665515e-05,7.21016504665515e-05,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","100, 160, 240, 300",200,"normal",1,0,0,0.97926,0.97348,0.97348,0.96718,0.96742,0.96742,0.000637335898879076,0.000718563700725273,0.000718563700725273,0.000796779111171973,0.000793958986346273,0.000793958986346273,0,0.02094,0.97906
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","100, 160, 240, 300",200,"F.P.",2,0,6,0.97774,0.97486,0.97486,0.99896,0.99896,0.99896,0.000659764994524565,0.00070011399643201,0.00070011399643201,0.000144147036043065,0.000144147036043065,0.000144147036043065,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","100, 160, 240, 300",200,"F.P.",3,0.5,1,0.97654,0.97224,0.97224,0.99686,0.99686,0.99686,0.000676899230314233,0.000734702421392498,0.000734702421392498,0.000250205531513595,0.000250205531513595,0.000250205531513595,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","100, 160, 240, 300",200,"F.P.",4,1,1.6,0.97336,0.97078,0.97078,0.9999,0.9999,0.9999,0.000720143185762387,0.000753209022781857,0.000753209022781857,4.47191234261113e-05,4.47191234261113e-05,4.47191234261113e-05,0,0,1
"brunner","unbalanced n, larger n with smaller SD","het","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1,0.0243282728831862,"0.00, 0.25, 0.50, 0.75","2.2361, 2.0000, 1.4142, 1.0000","100, 160, 240, 300",200,"F.P.",5,2,6.6,0.96894,0.97002,0.97002,1,1,1,0.000775825707230689,0.000762642768273587,0.000762642768273587,0,0,0,0,0,1
