"alternative","n_per_group","delta","panel","skew","excess_kurtosis","group_means","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","rank_mc_se"
"onepoint",100,1.2,5,2,6.6,"0.000, 0.000, 0.000, 1.200",1,1,1,1,1,1,0
"onepoint",100,1.4,1,0,0,"0.000, 0.000, 0.000, 1.400",1,1,1,1,1,1,0
"onepoint",100,1.4,2,0,6,"0.000, 0.000, 0.000, 1.400",1,1,1,1,1,1,0
"onepoint",100,1.4,3,0.5,1,"0.000, 0.000, 0.000, 1.400",1,1,1,1,1,1,0
"onepoint",100,1.4,4,1,1.6,"0.000, 0.000, 0.000, 1.400",1,1,1,1,1,1,0
"onepoint",100,1.4,5,2,6.6,"0.000, 0.000, 0.000, 1.400",1,1,1,1,1,1,0
"onepoint",100,1.6,1,0,0,"0.000, 0.000, 0.000, 1.600",1,1,1,1,1,1,0
"onepoint",100,1.6,2,0,6,"0.000, 0.000, 0.000, 1.600",1,1,1,1,1,1,0
"onepoint",100,1.6,3,0.5,1,"0.000, 0.000, 0.000, 1.600",1,1,1,1,1,1,0
"onepoint",100,1.6,4,1,1.6,"0.000, 0.000, 0.000, 1.600",1,1,1,1,1,1,0
"onepoint",100,1.6,5,2,6.6,"0.000, 0.000, 0.000, 1.600",1,1,1,1,1,1,0
"trend",10,0,1,0,0,"0.000, 0.000, 0.000, 0.000",0.0497599999999995,0.0496400000000016,0.0523800000000005,0.0444799999999999,0.0505400000000006,0.0535200000000002,0.000921971036421426
"trend",10,0,2,0,6,"0.000, 0.000, 0.000, 0.000",0.0438200000000012,0.0352799999999998,0.0429199999999995,0.0438199999999998,0.0427200000000002,0.0507200000000001,0.00091542129754556
"trend",10,0,3,0.5,1,"0.000, 0.000, 0.000, 0.000",0.0498000000000012,0.0495000000000003,0.0511200000000016,0.04698,0.0514400000000003,0.0545599999999988,0.000946286210403597
"trend",10,0,4,1,1.6,"0.000, 0.000, 0.000, 0.000",0.0482800000000008,0.0500600000000002,0.0502799999999996,0.0451999999999999,0.0522200000000002,0.0545400000000002,0.000929052851026247
"trend",10,0,5,2,6.6,"0.000, 0.000, 0.000, 0.000",0.0426400000000006,0.0511999999999998,0.0452400000000002,0.0427,0.0485200000000001,0.0494000000000004,0.000904175978446674
"trend",10,0.2,1,0,0,"0.050, 0.100, 0.150, 0.200",0.0560200000000007,0.0560799999999994,0.0590599999999999,0.0505399999999997,0.0572800000000005,0.0606400000000004,0.000979650023222577
"trend",10,0.2,2,0,6,"0.050, 0.100, 0.150, 0.200",0.0540600000000002,0.0458800000000016,0.0534399999999997,0.056039999999999,0.0562599999999995,0.0639399999999994,0.00102858658750733
"trend",10,0.2,3,0.5,1,"0.050, 0.100, 0.150, 0.200",0.0575000000000001,0.0550200000000001,0.0595200000000005,0.0524000000000001,0.0575799999999999,0.0625200000000004,0.00099653640174356
"trend",10,0.2,4,1,1.6,"0.050, 0.100, 0.150, 0.200",0.0561400000000004,0.0594200000000003,0.0581000000000002,0.0536400000000001,0.0620600000000001,0.0645400000000001,0.0010075986343778
"trend",10,0.2,5,2,6.6,"0.050, 0.100, 0.150, 0.200",0.0509399999999997,0.061,0.0541,0.0572999999999997,0.0629200000000005,0.0640599999999998,0.00103939126415417
"trend",10,0.4,1,0,0,"0.100, 0.200, 0.300, 0.400",0.0768000000000004,0.0747799999999999,0.0794200000000004,0.0697600000000001,0.0762400000000005,0.0809599999999998,0.00113924134756425
"trend",10,0.4,2,0,6,"0.100, 0.200, 0.300, 0.400",0.0774600000000002,0.0705599999999996,0.0780800000000001,0.0865600000000006,0.0848800000000007,0.0937000000000007,0.00125751633309473
"trend",10,0.4,3,0.5,1,"0.100, 0.200, 0.300, 0.400",0.0778799999999997,0.0754999999999996,0.0807999999999998,0.0726199999999997,0.0788400000000003,0.0853599999999996,0.00116057171773225
"trend",10,0.4,4,1,1.6,"0.100, 0.200, 0.300, 0.400",0.0769000000000004,0.0795399999999998,0.0796599999999999,0.0738,0.08412,0.0876000000000001,0.0011692182003373
"trend",10,0.4,5,2,6.6,"0.100, 0.200, 0.300, 0.400",0.0772200000000006,0.0936399999999996,0.0812800000000003,0.10098,0.10622,0.106939999999999,0.00134746457912629
"trend",10,0.6,1,0,0,"0.150, 0.300, 0.450, 0.600",0.116400000000001,0.11024,0.1199,0.10252,0.11218,0.1217,0.0013565371325548
"trend",10,0.6,2,0,6,"0.150, 0.300, 0.450, 0.600",0.125159999999999,0.12134,0.12742,0.149539999999999,0.14514,0.15574,0.00159485289854581
"trend",10,0.6,3,0.5,1,"0.150, 0.300, 0.450, 0.600",0.1167,0.1128,0.1194,0.11118,0.118,0.1262,0.0014058378825455
"trend",10,0.6,4,1,1.6,"0.150, 0.300, 0.450, 0.600",0.11984,0.12236,0.123160000000001,0.119620000000001,0.130860000000001,0.136900000000001,0.00145128257482822
"trend",10,0.6,5,2,6.6,"0.150, 0.300, 0.450, 0.600",0.1263,0.14338,0.130179999999999,0.180339999999999,0.1843,0.18644,0.00171940387576625
"trend",10,0.8,1,0,0,"0.200, 0.400, 0.600, 0.800",0.17688,0.16586,0.17978,0.15708,0.167840000000001,0.1819,0.00162730374300559
"trend",10,0.8,2,0,6,"0.200, 0.400, 0.600, 0.800",0.195119999999998,0.198280000000002,0.199740000000001,0.239439999999998,0.232739999999998,0.244620000000001,0.00190844694136357
"trend",10,0.8,3,0.5,1,"0.200, 0.400, 0.600, 0.800",0.17718,0.170939999999999,0.18128,0.1693,0.1782,0.18968,0.00167712557669365
"trend",10,0.8,4,1,1.6,"0.200, 0.400, 0.600, 0.800",0.18206,0.17884,0.18482,0.18542,0.19462,0.203419999999999,0.00173804156221881
"trend",10,0.8,5,2,6.6,"0.200, 0.400, 0.600, 0.800",0.197860000000001,0.2201,0.20498,0.29452,0.296380000000001,0.299620000000001,0.00203851892117783
"trend",10,1,1,0,0,"0.250, 0.500, 0.750, 1.000",0.25874,0.239200000000002,0.261900000000002,0.233600000000001,0.242039999999999,0.26416,0.00189225283722869
"trend",10,1,2,0,6,"0.250, 0.500, 0.750, 1.000",0.28638,0.296900000000001,0.29354,0.3573,0.34572,0.35854,0.00214306654119745
"trend",10,1,3,0.5,1,"0.250, 0.500, 0.750, 1.000",0.262480000000001,0.250659999999998,0.26652,0.253420000000001,0.26068,0.278060000000001,0.00194524190577933
"trend",10,1,4,1,1.6,"0.250, 0.500, 0.750, 1.000",0.26494,0.25914,0.269099999999999,0.27402,0.28328,0.296380000000001,0.00199465806392976
"trend",10,1,5,2,6.6,"0.250, 0.500, 0.750, 1.000",0.29098,0.317240000000001,0.302,0.426260000000001,0.428279999999999,0.430219999999998,0.00221161665936934
"trend",10,1.2,1,0,0,"0.300, 0.600, 0.900, 1.200",0.361700000000001,0.335460000000001,0.36502,0.32726,0.338480000000001,0.36736,0.00209838458057621
"trend",10,1.2,2,0,6,"0.300, 0.600, 0.900, 1.200",0.40184,0.41816,0.41216,0.492700000000001,0.476260000000001,0.488199999999999,0.00223582964467331
"trend",10,1.2,3,0.5,1,"0.300, 0.600, 0.900, 1.200",0.36994,0.352000000000001,0.375080000000002,0.361399999999998,0.36642,0.3901,0.00214844148163267
"trend",10,1.2,4,1,1.6,"0.300, 0.600, 0.900, 1.200",0.372580000000001,0.35644,0.376380000000001,0.383599999999999,0.39186,0.409560000000001,0.00217463118712116
"trend",10,1.2,5,2,6.6,"0.300, 0.600, 0.900, 1.200",0.41104,0.42876,0.42184,0.56876,0.57006,0.57344,0.00221482307374652
"trend",10,1.4,1,0,0,"0.350, 0.700, 1.050, 1.400",0.47466,0.440360000000001,0.476940000000001,0.435559999999999,0.44366,0.47884,0.00221741961026775
"trend",10,1.4,2,0,6,"0.350, 0.700, 1.050, 1.400",0.52196,0.539120000000002,0.531679999999999,0.62672,0.607599999999999,0.619559999999999,0.00216306283588804
"trend",10,1.4,3,0.5,1,"0.350, 0.700, 1.050, 1.400",0.489799999999999,0.46398,0.493500000000001,0.48202,0.48126,0.51072,0.00223462175591307
"trend",10,1.4,4,1,1.6,"0.350, 0.700, 1.050, 1.400",0.494980000000001,0.47544,0.498780000000001,0.5131,0.517339999999999,0.537500000000001,0.00223530038249896
"trend",10,1.4,5,2,6.6,"0.350, 0.700, 1.050, 1.400",0.523839999999998,0.541199999999998,0.537740000000001,0.69382,0.694660000000001,0.697239999999999,0.00206123170749918
"trend",10,1.6,1,0,0,"0.400, 0.800, 1.200, 1.600",0.60166,0.561060000000001,0.6028,0.55634,0.564979999999999,0.605200000000001,0.00222182719580079
"trend",10,1.6,2,0,6,"0.400, 0.800, 1.200, 1.600",0.636660000000001,0.65608,0.64622,0.741419999999999,0.72104,0.73252,0.00195814393546542
"trend",10,1.6,3,0.5,1,"0.400, 0.800, 1.200, 1.600",0.61182,0.584320000000001,0.615199999999999,0.604119999999999,0.60084,0.63148,0.00218704835611836
"trend",10,1.6,4,1,1.6,"0.400, 0.800, 1.200, 1.600",0.610499999999999,0.58616,0.6144,0.631899999999999,0.632839999999999,0.65278,0.00215686063527526
"trend",10,1.6,5,2,6.6,"0.400, 0.800, 1.200, 1.600",0.63916,0.65348,0.652800000000001,0.796780000000001,0.797779999999998,0.799439999999999,0.00179956456733288
"trend",20,0,1,0,0,"0.000, 0.000, 0.000, 0.000",0.0503599999999998,0.0489799999999998,0.0512600000000004,0.04698,0.0499400000000004,0.0523599999999998,0.000946286210403597
"trend",20,0,2,0,6,"0.000, 0.000, 0.000, 0.000",0.047979999999999,0.0419599999999999,0.04786,0.0485999999999996,0.0511200000000001,0.0532399999999994,0.000961644840884613
"trend",20,0,3,0.5,1,"0.000, 0.000, 0.000, 0.000",0.05038,0.0504000000000002,0.05132,0.0483999999999992,0.0529999999999997,0.0543399999999993,0.000959764971229929
"trend",20,0,4,1,1.6,"0.000, 0.000, 0.000, 0.000",0.0481999999999994,0.0498999999999996,0.0490400000000004,0.0477199999999995,0.0509199999999998,0.0516200000000002,0.000953339410703235
"trend",20,0,5,2,6.6,"0.000, 0.000, 0.000, 0.000",0.0455799999999997,0.0571400000000012,0.0501200000000002,0.0467800000000014,0.0469800000000009,0.0470599999999994,0.000944368906730852
"trend",20,0.2,1,0,0,"0.050, 0.100, 0.150, 0.200",0.0635200000000002,0.0634600000000006,0.0648999999999995,0.0595999999999998,0.06466,0.0659999999999998,0.00105875247343276
"trend",20,0.2,2,0,6,"0.050, 0.100, 0.150, 0.200",0.0610200000000008,0.056160000000001,0.0605999999999997,0.0692800000000005,0.0709800000000006,0.0740199999999998,0.0011356080450578
"trend",20,0.2,3,0.5,1,"0.050, 0.100, 0.150, 0.200",0.0627200000000003,0.0630399999999994,0.0637600000000001,0.0611600000000002,0.0662600000000002,0.0675800000000002,0.00107162917466818
"trend",20,0.2,4,1,1.6,"0.050, 0.100, 0.150, 0.200",0.0643599999999995,0.0678599999999991,0.065419999999999,0.0643599999999996,0.0686599999999995,0.0688200000000003,0.00109743145936318
"trend",20,0.2,5,2,6.6,"0.050, 0.100, 0.150, 0.200",0.0604800000000003,0.0735399999999994,0.0642000000000003,0.07738,0.0775800000000001,0.0775800000000001,0.00119492540018195
"trend",20,0.4,1,0,0,"0.100, 0.200, 0.300, 0.400",0.11492,0.11214,0.11628,0.106339999999998,0.1135,0.11738,0.00137863558926932
"trend",20,0.4,2,0,6,"0.100, 0.200, 0.300, 0.400",0.11438,0.113960000000001,0.1149,0.147220000000001,0.148239999999999,0.15074,0.00158458998860904
"trend",20,0.4,3,0.5,1,"0.100, 0.200, 0.300, 0.400",0.110199999999999,0.1096,0.111520000000001,0.109100000000001,0.114239999999999,0.117259999999999,0.00139425385063123
"trend",20,0.4,4,1,1.6,"0.100, 0.200, 0.300, 0.400",0.113220000000001,0.11606,0.11448,0.11968,0.12456,0.12552,0.00145159703499284
"trend",20,0.4,5,2,6.6,"0.100, 0.200, 0.300, 0.400",0.11456,0.13158,0.120059999999999,0.18274,0.18288,0.18288,0.00172827134675085
"trend",20,0.6,1,0,0,"0.150, 0.300, 0.450, 0.600",0.201420000000001,0.193360000000001,0.203480000000001,0.188139999999999,0.19502,0.20494,0.00174781772733886
"trend",20,0.6,2,0,6,"0.150, 0.300, 0.450, 0.600",0.21454,0.223139999999999,0.218700000000001,0.291360000000001,0.289939999999999,0.293119999999999,0.0020320893208715
"trend",20,0.6,3,0.5,1,"0.150, 0.300, 0.450, 0.600",0.205180000000001,0.20252,0.20736,0.207100000000001,0.213379999999999,0.218920000000001,0.00181223392529773
"trend",20,0.6,4,1,1.6,"0.150, 0.300, 0.450, 0.600",0.2059,0.20538,0.20722,0.222640000000001,0.227940000000001,0.22948,0.00186049149635251
"trend",20,0.6,5,2,6.6,"0.150, 0.300, 0.450, 0.600",0.21926,0.2356,0.2226,0.369080000000001,0.369160000000001,0.369199999999999,0.0021580544645583
"trend",20,0.8,1,0,0,"0.200, 0.400, 0.600, 0.800",0.339499999999999,0.328579999999999,0.34162,0.3185,0.330740000000001,0.343399999999999,0.00208354385602991
"trend",20,0.8,2,0,6,"0.200, 0.400, 0.600, 0.800",0.358999999999999,0.37492,0.3638,0.48812,0.481959999999999,0.48328,0.0022354367161698
"trend",20,0.8,3,0.5,1,"0.200, 0.400, 0.600, 0.800",0.344879999999999,0.33746,0.34654,0.34892,0.35572,0.36336,0.00213154795207614
"trend",20,0.8,4,1,1.6,"0.200, 0.400, 0.600, 0.800",0.350860000000001,0.345379999999999,0.3522,0.383140000000002,0.38846,0.3911,0.00217413771596925
"trend",20,0.8,5,2,6.6,"0.200, 0.400, 0.600, 0.800",0.369580000000001,0.386120000000001,0.37488,0.5947,0.594739999999999,0.594739999999999,0.00219559518126635
"trend",20,1,1,0,0,"0.250, 0.500, 0.750, 1.000",0.51452,0.49706,0.51638,0.483740000000001,0.499199999999999,0.517559999999999,0.00223488528743647
"trend",20,1,2,0,6,"0.250, 0.500, 0.750, 1.000",0.53622,0.552279999999999,0.5414,0.691039999999999,0.679080000000001,0.6828,0.00206641582649766
"trend",20,1,3,0.5,1,"0.250, 0.500, 0.750, 1.000",0.511260000000001,0.50082,0.51324,0.523559999999998,0.52508,0.537620000000001,0.00223358423346871
"trend",20,1,4,1,1.6,"0.250, 0.500, 0.750, 1.000",0.518819999999998,0.512239999999999,0.520999999999999,0.564720000000001,0.56968,0.57274,0.00221725651019452
"trend",20,1,5,2,6.6,"0.250, 0.500, 0.750, 1.000",0.541239999999999,0.557059999999996,0.549820000000002,0.78414,0.784240000000001,0.784200000000001,0.0018399155437139
"trend",20,1.2,1,0,0,"0.300, 0.600, 0.900, 1.200",0.688679999999999,0.669040000000001,0.68938,0.656780000000001,0.670899999999998,0.69032,0.00212329946828044
"trend",20,1.2,2,0,6,"0.300, 0.600, 0.900, 1.200",0.70098,0.71992,0.7059,0.848119999999999,0.83734,0.8401,0.00160506987760658
"trend",20,1.2,3,0.5,1,"0.300, 0.600, 0.900, 1.200",0.689420000000001,0.67792,0.690819999999999,0.70198,0.701919999999999,0.712340000000001,0.0020455027724254
"trend",20,1.2,4,1,1.6,"0.300, 0.600, 0.900, 1.200",0.690940000000001,0.679359999999999,0.693379999999998,0.739759999999998,0.742960000000002,0.745860000000003,0.0019622188583336
"trend",20,1.2,5,2,6.6,"0.300, 0.600, 0.900, 1.200",0.700300000000001,0.71388,0.709599999999999,0.90596,0.90596,0.90596,0.00130534653176848
"trend",20,1.4,1,0,0,"0.350, 0.700, 1.050, 1.400",0.82638,0.81024,0.82682,0.79912,0.81094,0.827040000000001,0.00179179923875416
"trend",20,1.4,2,0,6,"0.350, 0.700, 1.050, 1.400",0.827239999999999,0.839999999999999,0.831059999999999,0.93702,0.92802,0.92998,0.00108640249999712
"trend",20,1.4,3,0.5,1,"0.350, 0.700, 1.050, 1.400",0.82618,0.81422,0.827000000000001,0.83822,0.83454,0.84556,0.00164685902007427
"trend",20,1.4,4,1,1.6,"0.350, 0.700, 1.050, 1.400",0.82698,0.81952,0.82884,0.86978,0.87094,0.87316,0.00150507642065112
"trend",20,1.4,5,2,6.6,"0.350, 0.700, 1.050, 1.400",0.82754,0.84138,0.83782,0.96622,0.96624,0.9663,0.000807946923999342
"trend",20,1.6,1,0,0,"0.400, 0.800, 1.200, 1.600",0.91982,0.90836,0.91972,0.90222,0.909,0.91992,0.00132830020402016
"trend",20,1.6,2,0,6,"0.400, 0.800, 1.200, 1.600",0.91086,0.918179999999998,0.913040000000001,0.9783,0.973020000000001,0.97372,0.000651599723756855
"trend",20,1.6,3,0.5,1,"0.400, 0.800, 1.200, 1.600",0.917880000000001,0.90988,0.91816,0.92644,0.92336,0.92892,0.00116746671387239
"trend",20,1.6,4,1,1.6,"0.400, 0.800, 1.200, 1.600",0.92032,0.915679999999999,0.921879999999999,0.945800000000001,0.947120000000001,0.94814,0.00101254491258412
"trend",20,1.6,5,2,6.6,"0.400, 0.800, 1.200, 1.600",0.91148,0.9211,0.918,0.98926,0.98926,0.98926,0.000460969682300254
"trend",50,0,1,0,0,"0.000, 0.000, 0.000, 0.000",0.048759999999999,0.0488800000000003,0.0492600000000009,0.0468199999999998,0.0490800000000005,0.0495399999999997,0.000944752746489787
"trend",50,0,2,0,6,"0.000, 0.000, 0.000, 0.000",0.0471200000000002,0.04538,0.0472799999999999,0.0473000000000001,0.0478399999999997,0.0479399999999998,0.000949344089358543
"trend",50,0,3,0.5,1,"0.000, 0.000, 0.000, 0.000",0.0503,0.0509599999999995,0.0503,0.0490400000000002,0.0515799999999994,0.05204,0.00096576475810624
"trend",50,0,4,1,1.6,"0.000, 0.000, 0.000, 0.000",0.04966,0.0512600000000004,0.0503200000000005,0.0499199999999998,0.0500000000000004,0.04998,0.000973940384212502
"trend",50,0,5,2,6.6,"0.000, 0.000, 0.000, 0.000",0.0475999999999997,0.0548200000000002,0.0505200000000001,0.0496799999999995,0.0496799999999995,0.0496799999999995,0.000971719070513691
"trend",50,0.2,1,0,0,"0.050, 0.100, 0.150, 0.200",0.0901800000000001,0.0891399999999997,0.0903999999999998,0.0875000000000005,0.0896599999999999,0.0910400000000003,0.00126367519561001
"trend",50,0.2,2,0,6,"0.050, 0.100, 0.150, 0.200",0.0890599999999978,0.089400000000001,0.0892799999999994,0.111839999999999,0.111900000000001,0.1121,0.00140948085762099
"trend",50,0.2,3,0.5,1,"0.050, 0.100, 0.150, 0.200",0.0852799999999999,0.0853400000000001,0.0853799999999997,0.0879999999999998,0.0908800000000004,0.0912400000000002,0.00126693330526906
"trend",50,0.2,4,1,1.6,"0.050, 0.100, 0.150, 0.200",0.0866600000000005,0.0889000000000002,0.0875399999999997,0.0945200000000003,0.0944799999999997,0.0945400000000002,0.00130832694384852
"trend",50,0.2,5,2,6.6,"0.050, 0.100, 0.150, 0.200",0.0921000000000005,0.0998600000000003,0.0938600000000004,0.13776,0.13776,0.13776,0.00154131231358216
"trend",50,0.4,1,0,0,"0.100, 0.200, 0.300, 0.400",0.227880000000001,0.22528,0.2286,0.21716,0.2258,0.22924,0.00184391721289216
"trend",50,0.4,2,0,6,"0.100, 0.200, 0.300, 0.400",0.230900000000001,0.240660000000001,0.233019999999999,0.338580000000001,0.338820000000001,0.338739999999999,0.0021163344896306
"trend",50,0.4,3,0.5,1,"0.100, 0.200, 0.300, 0.400",0.231320000000002,0.2303,0.232379999999998,0.240580000000003,0.244059999999998,0.24606,0.00191155048900102
"trend",50,0.4,4,1,1.6,"0.100, 0.200, 0.300, 0.400",0.232279999999999,0.23224,0.232859999999999,0.26258,0.2626,0.2626,0.00196790113369549
"trend",50,0.4,5,2,6.6,"0.100, 0.200, 0.300, 0.400",0.235319999999999,0.247040000000001,0.23762,0.441740000000001,0.441740000000001,0.441740000000001,0.00222083665495687
"trend",50,0.6,1,0,0,"0.150, 0.300, 0.450, 0.600",0.48002,0.472739999999999,0.480700000000001,0.45642,0.473139999999999,0.48084,0.0022275582308887
"trend",50,0.6,2,0,6,"0.150, 0.300, 0.450, 0.600",0.494699999999999,0.5065,0.49718,0.683980000000001,0.68354,0.683839999999998,0.00207918907076773
"trend",50,0.6,3,0.5,1,"0.150, 0.300, 0.450, 0.600",0.48464,0.48144,0.48558,0.505019999999999,0.50788,0.509719999999999,0.00223595527504465
"trend",50,0.6,4,1,1.6,"0.150, 0.300, 0.450, 0.600",0.481000000000001,0.47794,0.481699999999998,0.54128,0.541320000000001,0.541339999999999,0.00222843425570511
"trend",50,0.6,5,2,6.6,"0.150, 0.300, 0.450, 0.600",0.493640000000001,0.50452,0.4978,0.79748,0.79748,0.79748,0.00179725151050152
"trend",50,0.8,1,0,0,"0.200, 0.400, 0.600, 0.800",0.74912,0.74138,0.7491,0.72288,0.741719999999999,0.74878,0.00200162187038412
"trend",50,0.8,2,0,6,"0.200, 0.400, 0.600, 0.800",0.755219999999999,0.76676,0.75778,0.91078,0.91014,0.91028,0.00127483168771411
"trend",50,0.8,3,0.5,1,"0.200, 0.400, 0.600, 0.800",0.752159999999999,0.74868,0.752959999999999,0.77328,0.774260000000001,0.776160000000001,0.00187252792555946
"trend",50,0.8,4,1,1.6,"0.200, 0.400, 0.600, 0.800",0.7507,0.748160000000001,0.75168,0.81164,0.81164,0.81164,0.0017486023584566
"trend",50,0.8,5,2,6.6,"0.200, 0.400, 0.600, 0.800",0.75468,0.76392,0.7592,0.96244,0.96244,0.96244,0.000850285203916902
"trend",50,1,1,0,0,"0.250, 0.500, 0.750, 1.000",0.9225,0.91758,0.92214,0.90772,0.91772,0.92192,0.00129432918224075
"trend",50,1,2,0,6,"0.250, 0.500, 0.750, 1.000",0.91564,0.91962,0.91666,0.98572,0.98554,0.98554,0.000530586121190524
"trend",50,1,3,0.5,1,"0.250, 0.500, 0.750, 1.000",0.92062,0.91854,0.920939999999999,0.934639999999999,0.93402,0.93504,0.00110533316606352
"trend",50,1,4,1,1.6,"0.250, 0.500, 0.750, 1.000",0.92124,0.92004,0.922140000000001,0.95332,0.95332,0.95334,0.000943408475688026
"trend",50,1,5,2,6.6,"0.250, 0.500, 0.750, 1.000",0.91914,0.92466,0.92294,0.99668,0.99668,0.99668,0.000257253866831959
"trend",50,1.2,1,0,0,"0.300, 0.600, 0.900, 1.200",0.9855,0.98388,0.98536,0.98014,0.98384,0.9853,0.000623948401712835
"trend",50,1.2,2,0,6,"0.300, 0.600, 0.900, 1.200",0.9803,0.980439999999999,0.9806,0.99892,0.99882,0.99882,0.000146889999659607
"trend",50,1.2,3,0.5,1,"0.300, 0.600, 0.900, 1.200",0.9846,0.98344,0.98466,0.9886,0.9884,0.98886,0.000474763941343484
"trend",50,1.2,4,1,1.6,"0.300, 0.600, 0.900, 1.200",0.98378,0.9832,0.9841,0.99274,0.99274,0.99274,0.000379665442198785
"trend",50,1.2,5,2,6.6,"0.300, 0.600, 0.900, 1.200",0.981920000000001,0.98462,0.98396,0.99986,0.99986,0.99986,5.29113220398109e-05
"trend",50,1.4,1,0,0,"0.350, 0.700, 1.050, 1.400",0.99844,0.99816,0.99844,0.99726,0.99814,0.99842,0.000233773069449834
"trend",50,1.4,2,0,6,"0.350, 0.700, 1.050, 1.400",0.99692,0.99692,0.99698,0.99994,0.99992,0.99992,3.46399769052894e-05
"trend",50,1.4,3,0.5,1,"0.350, 0.700, 1.050, 1.400",0.99828,0.99816,0.99826,0.99896,0.99896,0.999,0.000144147036043058
"trend",50,1.4,4,1,1.6,"0.350, 0.700, 1.050, 1.400",0.99818,0.998,0.99832,0.99942,0.99942,0.99942,0.000107672057656563
"trend",50,1.4,5,2,6.6,"0.350, 0.700, 1.050, 1.400",0.996360000000001,0.99714,0.99686,1,1,1,0
"trend",50,1.6,1,0,0,"0.400, 0.800, 1.200, 1.600",0.99988,0.9999,0.99988,0.99984,0.9999,0.99988,5.65640168304794e-05
"trend",50,1.6,2,0,6,"0.400, 0.800, 1.200, 1.600",0.9996,0.99964,0.99962,1,1,1,0
"trend",50,1.6,3,0.5,1,"0.400, 0.800, 1.200, 1.600",0.99982,0.99982,0.9998,0.99996,0.99994,0.99994,2.82837055563941e-05
"trend",50,1.6,4,1,1.6,"0.400, 0.800, 1.200, 1.600",0.99984,0.99988,0.99986,0.99994,0.99994,0.99994,3.46399769052894e-05
"trend",50,1.6,5,2,6.6,"0.400, 0.800, 1.200, 1.600",0.99956,0.99974,0.99972,1,1,1,0
"trend",100,0,1,0,0,"0.000, 0.000, 0.000, 0.000",0.0518200000000003,0.0515600000000003,0.0521800000000001,0.0506200000000002,0.0518799999999998,0.0524599999999999,0.000980383757515394
"trend",100,0,2,0,6,"0.000, 0.000, 0.000, 0.000",0.0506800000000001,0.0490200000000002,0.0505599999999996,0.0513400000000001,0.0513400000000001,0.0513400000000001,0.000986956983865053
"trend",100,0,3,0.5,1,"0.000, 0.000, 0.000, 0.000",0.0514999999999996,0.0516999999999999,0.0515799999999998,0.0510800000000002,0.0513400000000001,0.0514799999999997,0.000984589595719965
"trend",100,0,4,1,1.6,"0.000, 0.000, 0.000, 0.000",0.0479799999999998,0.0491599999999997,0.0489599999999996,0.0480999999999994,0.0480999999999994,0.0480999999999994,0.000956936675020866
"trend",100,0,5,2,6.6,"0.000, 0.000, 0.000, 0.000",0.0485199999999996,0.0521000000000004,0.0498600000000003,0.0496600000000003,0.0496600000000003,0.0496600000000003,0.000971533678263397
"trend",100,0.2,1,0,0,"0.050, 0.100, 0.150, 0.200",0.13482,0.133480000000001,0.13516,0.129,0.13366,0.13526,0.00149905970528195
"trend",100,0.2,2,0,6,"0.050, 0.100, 0.150, 0.200",0.134640000000001,0.13694,0.13508,0.18498,0.185,0.185,0.00173644694476969
"trend",100,0.2,3,0.5,1,"0.050, 0.100, 0.150, 0.200",0.130039999999999,0.130680000000001,0.130280000000001,0.134700000000001,0.135780000000001,0.13552,0.00152679998690071
"trend",100,0.2,4,1,1.6,"0.050, 0.100, 0.150, 0.200",0.13366,0.1345,0.13374,0.14852,0.14852,0.14852,0.00159035725294664
"trend",100,0.2,5,2,6.6,"0.050, 0.100, 0.150, 0.200",0.13412,0.13898,0.135380000000001,0.236359999999999,0.236359999999999,0.236359999999999,0.00189996815973321
"trend",100,0.4,1,0,0,"0.100, 0.200, 0.300, 0.400",0.434519999999999,0.430759999999999,0.434879999999999,0.411859999999999,0.430399999999999,0.43432,0.00220105129608558
"trend",100,0.4,2,0,6,"0.100, 0.200, 0.300, 0.400",0.443619999999999,0.449160000000001,0.444599999999999,0.636580000000001,0.636580000000001,0.636580000000001,0.00215102721321698
"trend",100,0.4,3,0.5,1,"0.100, 0.200, 0.300, 0.400",0.43764,0.43498,0.438359999999999,0.457620000000001,0.458580000000001,0.45906,0.00222802125483578
"trend",100,0.4,4,1,1.6,"0.100, 0.200, 0.300, 0.400",0.43654,0.43532,0.437120000000001,0.49888,0.49888,0.49888,0.00223606236764541
"trend",100,0.4,5,2,6.6,"0.100, 0.200, 0.300, 0.400",0.442699999999999,0.449819999999999,0.445240000000001,0.765239999999998,0.765239999999998,0.765239999999998,0.00189550912632992
"trend",100,0.6,1,0,0,"0.150, 0.300, 0.450, 0.600",0.809039999999999,0.80662,0.80934,0.78874,0.80652,0.808879999999999,0.00182553670135662
"trend",100,0.6,2,0,6,"0.150, 0.300, 0.450, 0.600",0.810100000000001,0.81404,0.8111,0.94872,0.94872,0.94872,0.00098641128947311
"trend",100,0.6,3,0.5,1,"0.150, 0.300, 0.450, 0.600",0.80732,0.805679999999999,0.807759999999999,0.83014,0.8303,0.83046,0.00167933070239307
"trend",100,0.6,4,1,1.6,"0.150, 0.300, 0.450, 0.600",0.809180000000001,0.8075,0.809779999999998,0.86704,0.86704,0.86704,0.00151843102181166
"trend",100,0.6,5,2,6.6,"0.150, 0.300, 0.450, 0.600",0.808080000000001,0.81212,0.8109,0.9831,0.9831,0.9831,0.000576444099631528
