"design","effect_size","shift_scale","eta_h_sq","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",2,0,6,0.97074,0.97042,0.97074,0.99792,0.99792,0.99792,0.000753708861563932,0.00075769418105196,0.000753708861563932,0.000203748550915091,0.000203748550915091,0.000203748550915091,0.00012,2e-05,0.99986
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",3,0.5,1,0.9967,0.99614,0.99648,0.99808,0.99802,0.99804,0.000256480408608532,0.000277312112970205,0.000264862590790016,0.00019577096822563,0.000198800382293394,0.000197795773463437,0.09568,0.00628,0.89804
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",4,1,1.6,0.9944,0.99296,0.99368,0.99784,0.99784,0.99784,0.000333725635814813,0.000373910106843879,0.000354402528207686,0.000207621501776673,0.000207621501776673,0.000207621501776673,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",5,2,6.6,0.9249,0.92302,0.92642,0.99716,0.99716,0.99716,0.00117864320300929,0.00119209126831799,0.00116761280911097,0.000237988840074486,0.000237988840074486,0.000237988840074486,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.08606710202999,0.0708739124478115,0.0730748648185426,"0.0000, 0.2715, 0.5430, 0.8146","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.89808,0.04942,0.0525
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",2,0,6,0.9998,0.99974,0.9998,1,1,1,6.32392283317844e-05,7.21016504665515e-05,6.32392283317844e-05,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0.00434,3e-04,0.99536
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",4,1,1.6,0.99998,0.99998,0.99998,1,1,1,1.999979999901e-05,1.999979999901e-05,1.999979999901e-05,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",5,2,6.6,0.99826,0.99786,0.99792,1,1,1,0.000186385214005831,0.000206660126778246,0.000203748550915091,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"normal",1,0,0,0.25486,0.25926,0.2683,0.23472,0.2659,0.27494,0.00194887855137256,0.00195981760579907,0.00198148989399391,0.00189539716998839,0.00197584002388857,0.001996737320731,0.5057,0.37016,0.12414
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",2,0,6,0.18656,0.19832,0.19566,0.23562,0.23714,0.24344,0.00174215594250343,0.00178319475997436,0.0017741316997337,0.00189791051211589,0.00190212838893698,0.0019192548887524,0.31936,0.1271,0.55354
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",3,0.5,1,0.25714,0.25958,0.26458,0.23434,0.26412,0.27084,0.00195457934297894,0.00196060308884792,0.00197270080650868,0.00189433241222337,0.00197160150943338,0.00198738871084647,0.44212,0.29594,0.26194
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",4,1,1.6,0.28272,0.28536,0.28408,0.2371,0.27856,0.28222,0.00201389871443427,0.00201955277425474,0.0020168220228865,0.00190201782326034,0.00200481583393588,0.00201281828091857,0.30098,0.26196,0.43706
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",5,2,6.6,0.23456,0.24958,0.23256,0.2306,0.24682,0.24818,0.0018949491096069,0.00193540602251827,0.0018893165240372,0.0018837390477452,0.00192821102372121,0.00193176959081563,0.06274,0.09074,0.84652
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"normal",1,0,0,0.49054,0.5365,0.53346,0.4804,0.53964,0.53718,0.00223566772307514,0.00223010201560377,0.00223105548294972,0.00223434930125081,0.00222902970101343,0.00222987734012434,0.1853,0.61594,0.19876
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",2,0,6,0.33424,0.38546,0.37074,0.4887,0.49096,0.49024,0.00210961428891634,0.00217660556095954,0.00216005487152526,0.00223549685752407,0.00223570247752245,0.0022356419319739,0.0753,0.0706,0.8541
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",3,0.5,1,0.51524,0.55668,0.54876,0.48262,0.52908,0.5264,0.0022350290485808,0.00222165423772467,0.0022254099056129,0.00223471669613846,0.00223228292830456,0.00223294890223668,0.15306,0.36844,0.4785
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",4,1,1.6,0.59512,0.62112,0.6139,0.48598,0.52046,0.52032,0.0021952320405825,0.00216946973060239,0.00217727715277592,0.00223518875981426,0.0022341951051777,0.00223422065875329,0.05454,0.18128,0.76418
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",5,2,6.6,0.52738,0.55768,0.53368,0.48492,0.48562,0.48562,0.00223271285928128,0.00222113942651064,0.00223098927653183,0.00223505075378614,0.0022351430182429,0.0022351430182429,7e-04,0.005,0.9943
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"normal",1,0,0,0.69142,0.74866,0.74672,0.68696,0.74326,0.7416,0.00206571238849942,0.00193993919698531,0.00194488684298085,0.00207386575457526,0.00195358425669332,0.00195769987485314,0.05268,0.67616,0.27116
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",2,0,6,0.47414,0.5447,0.53336,0.68786,0.6892,0.68862,0.00223307528041488,0.00222711432126867,0.00223108543269862,0.00207223850171741,0.00206979883080458,0.0020708572891438,0.0137,0.02796,0.95834
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",3,0.5,1,0.72304,0.76884,0.76616,0.68558,0.71572,0.71456,0.00200126539169596,0.00188533845449564,0.0018929281782466,0.00207634324522705,0.00201725001722642,0.00201972278493857,0.03964,0.315,0.64536
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",4,1,1.6,0.80884,0.83464,0.82992,0.69166,0.70056,0.70032,0.00175850990557347,0.00166142150220827,0.00168019518866113,0.0020652672679341,0.00204829532245719,0.00204876498212948,0.00664,0.07724,0.91612
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",5,2,6.6,0.74842,0.7717,0.75494,0.68484,0.68484,0.68484,0.00194055406314795,0.00187712072067835,0.00192356750024531,0.00207766298710835,0.00207766298710835,0.00207766298710835,0,0.00012,0.99988
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"normal",1,0,0,0.9108,0.94302,0.94294,0.9089,0.9329,0.93284,0.00127470278888845,0.00103666078926523,0.00103734426686612,0.00128686277434698,0.00111890651977723,0.00111937066604409,0.00232,0.58604,0.41164
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",2,0,6,0.70014,0.77564,0.77426,0.90962,0.90964,0.90964,0.0020491167873013,0.00186559690394254,0.00186966014237882,0.00128227497519058,0.00128214718655855,0.00128214718655855,0.00038,0.00226,0.99736
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",3,0.5,1,0.93182,0.95282,0.95274,0.90878,0.91404,0.91404,0.00112722213959805,0.000948198793502713,0.000948962511377557,0.00128762503548199,0.00125356195219861,0.00125356195219861,0.0019,0.14588,0.85222
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",4,1,1.6,0.971,0.97798,0.97754,0.91076,0.91086,0.91086,0.000750453196408677,0.000656279202778818,0.000662654486138893,0.00127496056723336,0.00127431597651446,0.00127431597651446,4e-05,0.00726,0.9927
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",5,2,6.6,0.95016,0.95456,0.95128,0.90688,0.90688,0.90688,0.000973200641183513,0.000931399016533731,0.00096277060196082,0.00129960506000862,0.00129960506000862,0.00129960506000862,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"normal",1,0,0,0.99856,0.99948,0.99948,0.99834,0.9986,0.9986,0.000169583395413584,0.000101953871922548,0.000101953871922548,0.000182057375571549,0.000167214831878034,0.000167214831878034,0,0.30992,0.69008
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",2,0,6,0.95188,0.97482,0.97482,0.9983,0.9983,0.9983,0.000957125546623849,0.000700656372268175,0.000700656372268175,0.000184234090222197,0.000184234090222197,0.000184234090222197,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",3,0.5,1,0.99916,0.99954,0.99954,0.998,0.99798,0.99798,0.000129560364309456,9.58945671036703e-05,9.58945671036703e-05,0.000199799899899875,0.000200794402312416,0.000200794402312416,0,0.0123,0.9877
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",4,1,1.6,0.99992,0.99994,0.99994,0.9983,0.9983,0.9983,3.9998399967991e-05,3.46399769052894e-05,3.46399769052894e-05,0.000184234090222197,0.000184234090222197,0.000184234090222197,0,2e-05,0.99998
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",5,2,6.6,0.99978,0.99976,0.99976,0.99788,0.99788,0.99788,6.63251988312132e-05,6.92737179599909e-05,6.92737179599909e-05,0.000205694219656266,0.000205694219656266,0.000205694219656266,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0605,0.9395
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",2,0,6,0.99966,0.99994,0.99994,1,1,1,8.24480927614468e-05,3.46399769052894e-05,3.46399769052894e-05,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"normal",1,0,0,0.1756,0.29528,0.22668,0.1903,0.2913,0.23264,0.00170155599378921,0.00204004765434536,0.00187241115997529,0.00175548232688341,0.00203196609223678,0.00188954296272935,0.65714,0.24748,0.09538
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",2,0,6,0.12114,0.23602,0.15154,0.19922,0.23138,0.20378,0.00145921280422014,0.00189902374708691,0.00160359364179333,0.00178623286051959,0.00188596551187979,0.00180140895745525,0.38116,0.07964,0.5392
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.1694,0.3262,0.22586,0.19378,0.30014,0.23304,0.0016775198359483,0.00209663330127135,0.00187001208766147,0.00176764991782875,0.00204966329137251,0.0018906737338843,0.56264,0.19534,0.24202
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.18086,0.37518,0.2516,0.20002,0.30902,0.2503,0.00172133471701468,0.00216527119594752,0.0019406052664053,0.00178892146054543,0.00206652674601613,0.00193726565034329,0.3765,0.17858,0.44492
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.13856,0.38152,0.2269,0.2155,0.24534,0.2334,0.00154506392359669,0.00217238343576819,0.00187305306918945,0.00183880259951959,0.00192430914564162,0.00189168940368127,0.06842,0.06396,0.86762
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"normal",1,0,0,0.40348,0.61418,0.55664,0.45528,0.60214,0.55424,0.00219400952413612,0.00217698381987556,0.00222167464044581,0.00222710629113206,0.0021889148928179,0.00222287211687942,0.32584,0.5375,0.13666
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",2,0,6,0.2492,0.45112,0.33418,0.46044,0.47418,0.46264,0.00193442167068093,0.00222535725491437,0.00210951998141757,0.00222905812575626,0.00223308453758473,0.00222981716918675,0.1059,0.05562,0.83848
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.41516,0.63764,0.5523,0.45656,0.56154,0.5202,0.00220364323065237,0.00214967546573896,0.00222380174476054,0.00222761292149242,0.00221906659836968,0.00223424242194082,0.24614,0.3216,0.43226
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.48296,0.69812,0.60794,0.46572,0.51386,0.50166,0.00223476906368421,0.00205303904297994,0.00218334127611787,0.0022308064981078,0.00223520871687635,0.00223605565404799,0.07884,0.14536,0.7758
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.39656,0.65598,0.51474,0.47454,0.47474,0.4747,0.00218769360926068,0.00212447753388921,0.00223509611605407,0.00223316720556254,0.002233212629375,0.0022332035733448,0.00092,0.0032,0.99588
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"normal",1,0,0,0.62594,0.81838,0.79954,0.67958,0.8023,0.78702,0.00216397373551529,0.00172414718397241,0.00179039542224616,0.00208686858043337,0.00178109354049696,0.00183095341065796,0.12226,0.7064,0.17134
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",2,0,6,0.39068,0.63042,0.53958,0.68702,0.69042,0.6884,0.00218196763312383,0.00215865987872105,0.00222905102498799,0.00207375755381385,0.00206756002863278,0.00207125778212177,0.0241,0.02676,0.94914
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.6506,0.8325,0.79678,0.67988,0.74106,0.72844,0.00213222719239766,0.00166999251495329,0.00179956456733289,0.00208635177091496,0.00195903076239246,0.0019890458335594,0.08452,0.3271,0.58838
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.7344,0.87656,0.83824,0.68244,0.69328,0.69186,0.00197512855277827,0.0014710714897652,0.00164677686648799,0.00208190127719832,0.00206224557994435,0.00206489583466092,0.0117,0.06682,0.92148
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.6447,0.823,0.73202,0.68544,0.68544,0.68544,0.00214038272278581,0.00170687433632356,0.00198074086947283,0.00207659339496205,0.00207659339496205,0.00207659339496205,0,0.00016,0.99984
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"normal",1,0,0,0.8917,0.97146,0.97092,0.91898,0.9607,0.96034,0.0013897561656636,0.000744653857842689,0.000751456633479271,0.00122029307627307,0.000868970770509572,0.000872778143631015,0.00962,0.73528,0.2551
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",2,0,6,0.63994,0.8447,0.8175,0.91774,0.91776,0.91774,0.00214670350258251,0.00161976485947807,0.00172738964915273,0.00122876598585736,0.00122862998823893,0.00122876598585736,0.00072,0.00214,0.99714
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",3,0.5,1,0.91338,0.97374,0.97148,0.91788,0.92804,0.92762,0.0012579107726703,0.000715128133973206,0.000744400558839124,0.00122781354936326,0.00115569683221855,0.00115880227476477,0.00626,0.19858,0.79516
