"design","effect_size","shift_scale","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",5,2,6.6,0.22974,0.243,0.22644,0.2209,0.23838,0.23936,0.0018812736770603,0.00191807716216006,0.00187171005446891,0.00185527997887111,0.00190554441354695,0.00190822844753976,0.06316,0.09218,0.84466
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"normal",1,0,0,0.50134,0.54586,0.54144,0.4904,0.54798,0.5447,0.00223605994731805,0.00222664258649654,0.00222837486253996,0.00223565578745924,0.00222574895080285,0.00222711432126867,0.18728,0.60832,0.2044
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",2,0,6,0.5287,0.60696,0.58314,0.72668,0.72694,0.72592,0.00223238128463755,0.00218430564894202,0.00220493873112157,0.00199306887788656,0.00199247703324279,0.00199479399237114,0.07708,0.06806,0.85486
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",3,0.5,1,0.49988,0.539,0.5332,0.46552,0.50926,0.50702,0.00223606791310103,0.00222925548109677,0.00223113316500831,0.00223074485138933,0.00223568446968708,0.00223584757798916,0.15202,0.36812,0.47986
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",4,1,1.6,0.49518,0.5267,0.51898,0.39002,0.4228,0.4225,0.00223596407663451,0.0022328775604587,0.00223445635267284,0.00218130419520066,0.00220925399173567,0.00220904391083564,0.05188,0.179,0.76912
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",5,2,6.6,0.5123,0.54258,0.52098,0.4629,0.46356,0.46362,0.00223539128565896,0.00222794498854886,0.00223409865314851,0.00222990398896455,0.00223012163973179,0.00223014123140217,0.00064,0.00544,0.99392
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"normal",1,0,0,0.7029,0.75516,0.75406,0.69594,0.7512,0.75032,0.00204368094378746,0.00192298400617374,0.00192589468247877,0.0020572190763261,0.00193338335567471,0.00193566473130034,0.05156,0.67544,0.273
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",2,0,6,0.71326,0.78708,0.77538,0.90302,0.90292,0.90278,0.00202247458525441,0.00183076526949798,0.00186636467819127,0.00132344157105631,0.00132405040387441,0.00132490204619059,0.01462,0.0264,0.95898
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",3,0.5,1,0.70898,0.75424,0.75116,0.66762,0.6987,0.69798,0.00203139045778993,0.00192541955116281,0.00193348728674383,0.00210667290104563,0.0020519176884076,0.00205330913210846,0.04196,0.31622,0.64182
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",4,1,1.6,0.71728,0.7491,0.74572,0.57548,0.58618,0.5862,0.00201389871443427,0.00193880989269191,0.00194741716948372,0.00221044235210964,0.00220260304004149,0.00220258738759669,0.00708,0.07686,0.91606
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",5,2,6.6,0.73788,0.7593,0.745,0.66492,0.66492,0.66492,0.00196678979863126,0.00191187609431155,0.00194923061744884,0.00211093057015147,0.00211093057015147,0.00211093057015147,0,2e-04,0.9998
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"normal",1,0,0,0.9162,0.9459,0.94586,0.912,0.93606,0.93604,0.00123917359558699,0.00101166387698682,0.00101201640698163,0.00126693330526907,0.00109409027415474,0.00109424968265931,0.00252,0.58344,0.41404
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",2,0,6,0.9077,0.94704,0.94618,0.99172,0.9917,0.9917,0.00129445517496745,0.00100155118091888,0.00100919183112033,0.00040525156631406,0.000405736614073711,0.000405736614073711,3e-04,0.00274,0.99696
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",3,0.5,1,0.92262,0.94666,0.94658,0.89486,0.9014,0.9014,0.00119492540018195,0.00100493626066532,0.0010056470911806,0.00137175493729748,0.00133325196418381,0.00133325196418381,0.0017,0.14844,0.84986
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",4,1,1.6,0.93092,0.94566,0.94522,0.82388,0.82432,0.8243,0.0011340895343843,0.00101377674465338,0.00101763600172164,0.00170353600255469,0.00170186096729433,0.00170193719038042,8e-05,0.00872,0.9912
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",5,2,6.6,0.9427,0.94796,0.94428,0.89194,0.89194,0.89194,0.00103939126415417,0.000993295911599358,0.00102581949289336,0.00138840222126011,0.00138840222126011,0.00138840222126011,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"normal",1,0,0,0.99874,0.99954,0.99954,0.99864,0.99894,0.99894,0.000158645037741496,9.58945671036703e-05,9.58945671036703e-05,0.00016481203839526,0.000145525008160106,0.000145525008160106,0,0.31292,0.68708
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",2,0,6,0.99802,0.99928,0.99928,1,1,1,0.000198800382293394,0.000119956792221204,0.000119956792221204,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",3,0.5,1,0.99908,0.99968,0.99968,0.99802,0.99806,0.99806,0.000135584187868647,7.99871989758345e-05,7.99871989758345e-05,0.000198800382293394,0.00019678599543667,0.00019678599543667,0,0.01244,0.98756
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",4,1,1.6,0.99948,0.99966,0.99966,0.98938,0.98938,0.98938,0.000101953871922548,8.24480927614468e-05,8.24480927614468e-05,0.000458414999754588,0.000458414999754588,0.000458414999754588,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",5,2,6.6,0.99974,0.99968,0.99972,0.99706,0.99706,0.99706,7.21016504665515e-05,7.99871989758345e-05,7.48226703613212e-05,0.000242130394622404,0.000242130394622404,0.000242130394622404,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.06132,0.93868
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4e-05,0.99996
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.6140012391569,0.072463768115942,"0.0000, 0.4035, 0.8070, 1.2105","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"normal",1,0,0,0.19854,0.3354,0.2565,0.21556,0.3316,0.2631,0.00178393872316288,0.00211143003672866,0.00195298617506628,0.00183898823487264,0.00210542841246146,0.00196915408234094,0.66336,0.24506,0.09158
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",2,0,6,0.23762,0.4176,0.2791,0.37786,0.4184,0.3755,0.00190345336480829,0.00220549423032571,0.0020060069292004,0.00216832571538503,0.00220608902812194,0.00216563962837772,0.382,0.07982,0.53818
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.18418,0.35174,0.24158,0.21162,0.3257,0.25084,0.00173353815994918,0.00213550449496132,0.00191425757723458,0.00182667444061606,0.00209580299646699,0.00193865569093638,0.56484,0.19372,0.24144
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.16968,0.36596,0.242,0.188,0.29878,0.24006,0.00167862263537699,0.00215422040840764,0.00191539029965174,0.00174731794473702,0.00204700030092817,0.00191013714900266,0.37662,0.18364,0.43974
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.16624,0.42488,0.25406,0.27212,0.29886,0.28722,0.00166495803190351,0.00221068761067682,0.00194686166123841,0.00199033015150753,0.00204715754352224,0.00202348546621912,0.0683,0.06214,0.86956
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"normal",1,0,0,0.45756,0.66726,0.60978,0.50844,0.65676,0.608,0.00222799841292583,0.0021072450849391,0.00218150568002928,0.00223574938846016,0.00212332900135613,0.00218328193323721,0.32632,0.5404,0.13328
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",2,0,6,0.49582,0.72454,0.59378,0.76724,0.77458,0.7641,0.00223598983718621,0.00199790784772471,0.00219638480963605,0.00188988244290485,0.00186872054411568,0.00189869002209418,0.1084,0.05598,0.83562
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.45622,0.67312,0.58762,0.49892,0.59922,0.55982,0.00222747979384775,0.00209775816337346,0.00220146649122806,0.00223606276119433,0.00219159937762357,0.00222000706125003,0.24662,0.32158,0.4318
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.4591,0.68,0.5903,0.44126,0.49206,0.4794,0.00222857438736067,0.00208614476966485,0.00219929947937974,0.00222058376288759,0.00223578602017277,0.00223416937585314,0.07742,0.1467,0.77588
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.47594,0.71508,0.56978,0.58202,0.5824,0.58228,0.00223347763096029,0.00201861632610063,0.00221418495885055,0.00220577750283205,0.00220549423032571,0.002205583830191,0.00066,0.0032,0.99614
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"normal",1,0,0,0.68964,0.86486,0.84784,0.74096,0.85024,0.83676,0.00206899333203372,0.00152890274641653,0.00160628350175179,0.00195927679718819,0.0015958191777266,0.00165283212940698,0.1219,0.70392,0.17418
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",2,0,6,0.70034,0.88098,0.81326,0.9358,0.9363,0.93518,0.0020487258694125,0.00144813148298074,0.00174280333026994,0.00109616020726899,0.00109217498597981,0.00110107554327576,0.0241,0.02596,0.94994
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.70134,0.8643,0.83244,0.73042,0.78444,0.77286,0.00204676429712852,0.00153157115407675,0.0016702313995372,0.00198447284486334,0.00183898823487264,0.0018737524937942,0.08632,0.32616,0.58752
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.71016,0.86196,0.82212,0.65356,0.66452,0.66306,0.00202895428435438,0.00154262735876167,0.00171019709741304,0.00212800059398488,0.00211155473336592,0.00211381851822714,0.01068,0.06686,0.92246
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.73302,0.87042,0.78942,0.78794,0.78794,0.78794,0.00197839166799701,0.0015019255880369,0.00182338182287748,0.00182806212367086,0.00182806212367086,0.00182806212367086,0,6e-05,0.99994
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"normal",1,0,0,0.9282,0.9835,0.98318,0.94906,0.9761,0.97584,0.00115451080549296,0.000569697288039885,0.000575101514517219,0.000983311917958895,0.000683063540236193,0.000686677426452916,0.0104,0.7342,0.2554
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",2,0,6,0.92216,0.98164,0.97442,0.9975,0.9975,0.9975,0.00119817306262493,0.000600381718575775,0.000706054723091632,0.000223327114341271,0.000223327114341271,0.000223327114341271,8e-04,0.00294,0.99626
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",3,0.5,1,0.93852,0.98352,0.98148,0.94274,0.9499,0.94948,0.00107424587129763,0.000569357701273989,0.000602942942574171,0.00103905045498282,0.000975602275520102,0.000979466483346929,0.00674,0.20058,0.79268
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",4,1,1.6,0.9477,0.98246,0.97868,0.90184,0.90216,0.90216,0.000995637584666228,0.000587066408509293,0.000645994699668658,0.00133059846986234,0.00132866349690206,0.00132866349690206,2e-04,0.00672,0.99308
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",5,2,6.6,0.95596,0.9797,0.96478,0.96208,0.96208,0.96208,0.00091761079331054,0.000630680743324227,0.000824373114554326,0.000854190536121771,0.000854190536121771,0.000854190536121771,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"normal",1,0,0,0.99956,0.99996,0.99996,0.99972,0.9998,0.9998,9.37876750964641e-05,2.82837055563941e-05,2.82837055563941e-05,7.48226703613212e-05,6.32392283317844e-05,6.32392283317844e-05,0,0.5531,0.4469
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",2,0,6,0.9992,0.9999,0.9999,1,1,1,0.000126440499840836,4.47191234261113e-05,4.47191234261113e-05,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",3,0.5,1,0.99974,1,1,0.99982,0.99984,0.99984,7.21016504665515e-05,0,0,5.99945997569711e-05,5.6564016830499e-05,5.6564016830499e-05,0,0.02636,0.97364
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",4,1,1.6,0.99984,0.99994,0.99994,0.99834,0.99834,0.99834,5.6564016830499e-05,3.46399769052894e-05,3.46399769052894e-05,0.000182057375571549,0.000182057375571549,0.000182057375571549,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",5,2,6.6,0.99988,0.99992,0.9999,0.99976,0.99976,0.99976,4.89868553797871e-05,3.9998399967991e-05,4.47191234261113e-05,6.92737179599909e-05,6.92737179599909e-05,6.92737179599909e-05,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.25846,0.74154
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.00026,0.99974
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.9173452326295,0.072463768115942,"0.0000, 0.4793, 0.9587, 1.4380","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"normal",1,0,0,0.34372,0.20148,0.27322,0.25362,0.21478,0.2804,0.00212403654205854,0.00179379937339715,0.00199284134641973,0.00194574867647392,0.00183657045386231,0.00200885957697396,0.4611,0.40474,0.13416
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",2,0,6,0.37036,0.2552,0.30704,0.37452,0.3358,0.37486,0.00215959936284488,0.00194973310994095,0.00206284482402337,0.0021645081177949,0.00211205284024808,0.00216490175481475,0.30812,0.15696,0.53492
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.36068,0.24826,0.31576,0.31444,0.2746,0.33352,0.00214750989566987,0.0019319781178885,0.00207872856525329,0.00207637899430716,0.00199597014005721,0.00210848006677796,0.42014,0.32368,0.25618
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.38212,0.301,0.36026,0.37446,0.35172,0.39166,0.00217303615064269,0.00205133614992765,0.00214696405372796,0.0021644385341238,0.00213547672242055,0.00218294500343,0.28552,0.2825,0.43198
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.42114,0.4194,0.44378,0.55608,0.5515,0.55838,0.0022080810691639,0.00220682414342421,0.00222188798817582,0.00222195874669176,0.00222417512799689,0.0022207736291662,0.06172,0.0971,0.84118
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","10, 16, 24, 30",20,"normal",1,0,0,0.5559,0.41944,0.44522,0.4693,0.44758,0.46924,0.00222204945939554,0.0022068533544393,0.00222260725995395,0.00223184905403569,0.00222374523540805,0.00223183253135176,0.19426,0.57894,0.2268
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","10, 16, 24, 30",20,"F.P.",2,0,6,0.57918,0.49178,0.5209,0.67832,0.66924,0.67506,0.00220785202221526,0.00223576578200848,0.00223411364975016,0.00208902837510648,0.00210408090338751,0.00209453573089599,0.08034,0.07462,0.84504
