"design","effect_size","shift_scale","eta_h_sq","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",4,1,1.6,0.4,0.3,0.35,0.25,0.25,0.3,0.109544511501033,0.102469507659596,0.106653645038508,0.0968245836551854,0.0968245836551854,0.102469507659596,0.3,0.35,0.35
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",5,2,6.6,0.15,0.2,0.2,0.2,0.2,0.2,0.0798435971133566,0.0894427190999916,0.0894427190999916,0.0894427190999916,0.0894427190999916,0.0894427190999916,0.05,0.1,0.85
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"normal",1,0,0,0.65,0.45,0.4,0.55,0.55,0.5,0.106653645038508,0.111242977306435,0.109544511501033,0.111242977306435,0.111242977306435,0.111803398874989,0.2,0.5,0.3
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",2,0,6,0.3,0.25,0.25,0.3,0.3,0.3,0.102469507659596,0.0968245836551854,0.0968245836551854,0.102469507659596,0.102469507659596,0.102469507659596,0.05,0.1,0.85
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",3,0.5,1,0.6,0.7,0.8,0.45,0.55,0.6,0.109544511501033,0.102469507659596,0.0894427190999916,0.111242977306435,0.111242977306435,0.109544511501033,0.15,0.3,0.55
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",4,1,1.6,0.6,0.65,0.55,0.5,0.55,0.55,0.109544511501033,0.106653645038508,0.111242977306435,0.111803398874989,0.111242977306435,0.111242977306435,0,0.25,0.75
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","20, 20, 20, 20",20,"F.P.",5,2,6.6,0.65,0.55,0.55,0.6,0.6,0.6,0.106653645038508,0.111242977306435,0.111242977306435,0.109544511501033,0.109544511501033,0.109544511501033,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"normal",1,0,0,0.5,0.45,0.45,0.4,0.45,0.45,0.111803398874989,0.111242977306435,0.111242977306435,0.109544511501033,0.111242977306435,0.111242977306435,0.05,0.7,0.25
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",2,0,6,0.35,0.4,0.4,0.6,0.6,0.6,0.106653645038508,0.109544511501033,0.109544511501033,0.109544511501033,0.109544511501033,0.109544511501033,0,0.05,0.95
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",3,0.5,1,0.75,0.75,0.75,0.7,0.7,0.7,0.0968245836551854,0.0968245836551854,0.0968245836551854,0.102469507659596,0.102469507659596,0.102469507659596,0,0.3,0.7
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",4,1,1.6,0.85,0.8,0.8,0.75,0.75,0.75,0.0798435971133566,0.0894427190999916,0.0894427190999916,0.0968245836551854,0.0968245836551854,0.0968245836551854,0,0.1,0.9
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","30, 30, 30, 30",30,"F.P.",5,2,6.6,0.8,0.85,0.8,0.8,0.8,0.8,0.0894427190999916,0.0798435971133566,0.0894427190999916,0.0894427190999916,0.0894427190999916,0.0894427190999916,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"normal",1,0,0,0.9,0.85,0.85,0.85,0.9,0.9,0.0670820393249937,0.0798435971133566,0.0798435971133566,0.0798435971133566,0.0670820393249937,0.0670820393249937,0,0.65,0.35
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",2,0,6,0.85,0.9,0.9,1,1,1,0.0798435971133566,0.0670820393249937,0.0670820393249937,0,0,0,0,0.05,0.95
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",3,0.5,1,0.95,0.95,0.95,0.9,0.9,0.9,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0670820393249937,0.0670820393249937,0.0670820393249937,0,0.1,0.9
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",4,1,1.6,1,0.95,0.95,0.85,0.85,0.85,0,0.0487339717240448,0.0487339717240448,0.0798435971133566,0.0798435971133566,0.0798435971133566,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","50, 50, 50, 50",50,"F.P.",5,2,6.6,0.95,0.95,0.95,0.9,0.9,0.9,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0670820393249937,0.0670820393249937,0.0670820393249937,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4,0.6
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",4,1,1.6,1,1,1,0.95,0.95,0.95,0,0,0,0.0487339717240448,0.0487339717240448,0.0487339717240448,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","100, 100, 100, 100",100,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1,0.9
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.77062454868619,0.0708724649510383,0.0859426444706852,"0.0000, 0.4427, 0.8853, 1.3280","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.63570301312023,0.0708732918684571,0.0742798356065394,"0.0000, 0.4089, 0.8179, 1.2268","1.0, 1.3, 1.7, 2.2","200, 200, 200, 200",200,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"normal",1,0,0,0.1,0.15,0.1,0.15,0.15,0.1,0.0670820393249937,0.0798435971133566,0.0670820393249937,0.0798435971133566,0.0798435971133566,0.0670820393249937,0.65,0.25,0.1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",2,0,6,0.05,0.25,0.15,0.15,0.25,0.15,0.0487339717240448,0.0968245836551854,0.0798435971133566,0.0798435971133566,0.0968245836551854,0.0798435971133566,0.35,0.05,0.6
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.15,0.35,0.25,0.3,0.35,0.3,0.0798435971133566,0.106653645038508,0.0968245836551854,0.102469507659596,0.106653645038508,0.102469507659596,0.55,0.25,0.2
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.25,0.45,0.3,0.35,0.45,0.4,0.0968245836551854,0.111242977306435,0.102469507659596,0.106653645038508,0.111242977306435,0.109544511501033,0.45,0.15,0.4
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.2,0.35,0.2,0.25,0.3,0.3,0.0894427190999916,0.106653645038508,0.0894427190999916,0.0968245836551854,0.102469507659596,0.102469507659596,0.15,0.05,0.8
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"normal",1,0,0,0.6,0.8,0.65,0.65,0.8,0.65,0.109544511501033,0.0894427190999916,0.106653645038508,0.106653645038508,0.0894427190999916,0.106653645038508,0.4,0.25,0.35
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",2,0,6,0.15,0.6,0.35,0.45,0.45,0.35,0.0798435971133566,0.109544511501033,0.106653645038508,0.111242977306435,0.111242977306435,0.106653645038508,0.2,0.1,0.7
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.55,0.65,0.65,0.55,0.55,0.55,0.111242977306435,0.106653645038508,0.106653645038508,0.111242977306435,0.111242977306435,0.111242977306435,0.2,0.3,0.5
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.45,0.75,0.65,0.4,0.45,0.4,0.111242977306435,0.0968245836551854,0.106653645038508,0.109544511501033,0.111242977306435,0.109544511501033,0.05,0.05,0.9
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.5,0.7,0.5,0.6,0.6,0.6,0.111803398874989,0.102469507659596,0.111803398874989,0.109544511501033,0.109544511501033,0.109544511501033,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"normal",1,0,0,0.8,0.9,0.9,0.8,0.8,0.8,0.0894427190999916,0.0670820393249937,0.0670820393249937,0.0894427190999916,0.0894427190999916,0.0894427190999916,0.15,0.65,0.2
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",2,0,6,0.2,0.55,0.5,0.5,0.5,0.5,0.0894427190999916,0.111242977306435,0.111803398874989,0.111803398874989,0.111803398874989,0.111803398874989,0.05,0.05,0.9
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.65,0.9,0.85,0.65,0.8,0.8,0.106653645038508,0.0670820393249937,0.0798435971133566,0.106653645038508,0.0894427190999916,0.0894427190999916,0.15,0.3,0.55
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.6,0.95,0.8,0.55,0.6,0.55,0.109544511501033,0.0487339717240448,0.0894427190999916,0.111242977306435,0.109544511501033,0.111242977306435,0.05,0.15,0.8
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.75,0.8,0.75,0.75,0.75,0.75,0.0968245836551854,0.0894427190999916,0.0968245836551854,0.0968245836551854,0.0968245836551854,0.0968245836551854,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"normal",1,0,0,0.85,0.9,0.9,0.85,0.9,0.9,0.0798435971133566,0.0670820393249937,0.0670820393249937,0.0798435971133566,0.0670820393249937,0.0670820393249937,0,0.85,0.15
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",2,0,6,0.85,0.95,0.95,0.95,0.95,0.95,0.0798435971133566,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",3,0.5,1,0.95,0.95,0.95,0.95,0.95,0.95,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0,0.25,0.75
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",4,1,1.6,0.95,1,1,0.9,0.9,0.9,0.0487339717240448,0,0,0.0670820393249937,0.0670820393249937,0.0670820393249937,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","25, 40, 60, 75",50,"F.P.",5,2,6.6,0.85,0.85,0.85,0.85,0.85,0.85,0.0798435971133566,0.0798435971133566,0.0798435971133566,0.0798435971133566,0.0798435971133566,0.0798435971133566,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.65,0.35
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",2,0,6,0.95,1,1,1,1,1,0.0487339717240448,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","50, 80, 120, 150",100,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.81079280325532,0.0708663602426617,0.0651436090392492,"0.0000, 0.4527, 0.9054, 1.3581","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3,0.7
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.39882845955062,0.0708789699458661,0.0399231068353735,"0.0000, 0.3497, 0.6994, 1.0491","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.83996185539893,0.0708767128950432,0.0671172417166322,"0.00, 0.46, 0.92, 1.38","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.95982078900229,0.0708728542187299,0.0754649831737176,"0.0000, 0.4900, 0.9799, 1.4699","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with larger SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.78954278442699,0.0708732911857565,0.0637204870839587,"0.0000, 0.4474, 0.8948, 1.3422","1.0, 1.3, 1.7, 2.2","100, 160, 240, 300",200,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64565727976325,0.0708570596103479,0.0805894619075653,"0.0000, 0.4114, 0.8228, 1.2342","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"normal",1,0,0,0.45,0.2,0.4,0.25,0.2,0.4,0.111242977306435,0.0894427190999916,0.109544511501033,0.0968245836551854,0.0894427190999916,0.109544511501033,0.55,0.3,0.15
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.27136000814874,0.070848151319278,0.0497142941072972,"0.0000, 0.3178, 0.6357, 0.9535","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",2,0,6,0.3,0.25,0.3,0.25,0.2,0.2,0.102469507659596,0.0968245836551854,0.102469507659596,0.0968245836551854,0.0894427190999916,0.0894427190999916,0.2,0.2,0.6
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.43693356033139,0.0708738249382659,0.0626424379880547,"0.0000, 0.3592, 0.7185, 1.0777","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.25,0.15,0.15,0.2,0.15,0.15,0.0968245836551854,0.0798435971133566,0.0798435971133566,0.0894427190999916,0.0798435971133566,0.0798435971133566,0.2,0.65,0.15
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23812707319894,0.0708748492657353,0.0472704839429089,"0.0000, 0.3095, 0.6191, 0.9286","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.4,0.3,0.45,0.4,0.35,0.5,0.109544511501033,0.102469507659596,0.111242977306435,0.109544511501033,0.106653645038508,0.111803398874989,0.4,0.15,0.45
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.745144167057181,0.0708771566097014,0.0176536789247415,"0.0000, 0.1863, 0.3726, 0.5589","2.2, 1.7, 1.3, 1.0","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.35,0.3,0.35,0.35,0.35,0.35,0.106653645038508,0.102469507659596,0.106653645038508,0.106653645038508,0.106653645038508,0.106653645038508,0.05,0.1,0.85
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64565727976325,0.0708570596103479,0.0805894619075653,"0.0000, 0.4114, 0.8228, 1.2342","2.2, 1.7, 1.3, 1.0","10, 16, 24, 30",20,"normal",1,0,0,0.65,0.55,0.55,0.6,0.55,0.55,0.106653645038508,0.111242977306435,0.111242977306435,0.109544511501033,0.111242977306435,0.111242977306435,0.1,0.85,0.05
