"design","effect_size","shift_scale","eta_h_sq","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",2,0,6,0.2,0.15,0.2,0.3,0.2,0.25,0.0894427190999916,0.0798435971133566,0.0894427190999916,0.102469507659596,0.0894427190999916,0.0968245836551854,0.55,0,0.45
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.1,0.3,0.15,0.2,0.35,0.2,0.0670820393249937,0.102469507659596,0.0798435971133566,0.0894427190999916,0.106653645038508,0.0894427190999916,0.65,0.2,0.15
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.25,0.25,0.25,0.2,0.25,0.3,0.0968245836551854,0.0968245836551854,0.0968245836551854,0.0894427190999916,0.0968245836551854,0.102469507659596,0.45,0.05,0.5
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.1,0.4,0.2,0.35,0.35,0.35,0.0670820393249937,0.109544511501033,0.0894427190999916,0.106653645038508,0.106653645038508,0.106653645038508,0.05,0,0.95
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.08606710202999,0.0708739124478115,0.0730748648185426,"0.0000, 0.2715, 0.5430, 0.8146","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"normal",1,0,0,0.55,0.55,0.55,0.55,0.55,0.55,0.111242977306435,0.111242977306435,0.111242977306435,0.111242977306435,0.111242977306435,0.111242977306435,1,0,0
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",2,0,6,0.4,0.35,0.4,0.45,0.4,0.4,0.109544511501033,0.106653645038508,0.109544511501033,0.111242977306435,0.109544511501033,0.109544511501033,0.3,0,0.7
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.45,0.45,0.45,0.55,0.55,0.6,0.111242977306435,0.111242977306435,0.111242977306435,0.111242977306435,0.111242977306435,0.109544511501033,0.5,0.1,0.4
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.4,0.6,0.4,0.6,0.6,0.55,0.109544511501033,0.109544511501033,0.109544511501033,0.109544511501033,0.109544511501033,0.111242977306435,0.25,0.1,0.65
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.4,0.55,0.5,0.55,0.55,0.55,0.109544511501033,0.111242977306435,0.111803398874989,0.111242977306435,0.111242977306435,0.111242977306435,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.08606710202999,0.0708739124478115,0.0730748648185426,"0.0000, 0.2715, 0.5430, 0.8146","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"normal",1,0,0,0.55,0.55,0.5,0.55,0.6,0.5,0.111242977306435,0.111242977306435,0.111803398874989,0.111242977306435,0.109544511501033,0.111803398874989,0.8,0.1,0.1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",2,0,6,0.55,0.6,0.6,0.7,0.7,0.7,0.111242977306435,0.109544511501033,0.109544511501033,0.102469507659596,0.102469507659596,0.102469507659596,0.15,0,0.85
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.5,0.65,0.55,0.6,0.65,0.55,0.111803398874989,0.106653645038508,0.111242977306435,0.109544511501033,0.106653645038508,0.111242977306435,0.6,0.1,0.3
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.5,0.55,0.5,0.55,0.55,0.55,0.111803398874989,0.111242977306435,0.111803398874989,0.111242977306435,0.111242977306435,0.111242977306435,0.1,0,0.9
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.6,0.7,0.65,0.8,0.8,0.8,0.109544511501033,0.102469507659596,0.106653645038508,0.0894427190999916,0.0894427190999916,0.0894427190999916,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.08606710202999,0.0708739124478115,0.0730748648185426,"0.0000, 0.2715, 0.5430, 0.8146","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"normal",1,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,0.0487339717240448,1,0,0
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",2,0,6,0.75,0.75,0.75,0.8,0.8,0.8,0.0968245836551854,0.0968245836551854,0.0968245836551854,0.0894427190999916,0.0894427190999916,0.0894427190999916,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",3,0.5,1,0.85,0.9,0.85,0.9,0.9,0.9,0.0798435971133566,0.0670820393249937,0.0798435971133566,0.0670820393249937,0.0670820393249937,0.0670820393249937,0.45,0.1,0.45
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",4,1,1.6,0.8,0.8,0.8,0.95,0.95,0.95,0.0894427190999916,0.0894427190999916,0.0894427190999916,0.0487339717240448,0.0487339717240448,0.0487339717240448,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",5,2,6.6,0.7,0.65,0.65,0.9,0.9,0.9,0.102469507659596,0.106653645038508,0.106653645038508,0.0670820393249937,0.0670820393249937,0.0670820393249937,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.08606710202999,0.0708739124478115,0.0730748648185426,"0.0000, 0.2715, 0.5430, 0.8146","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.85,0.15,0
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0.05,0.05,0.9
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",5,2,6.6,0.95,0.95,0.95,1,1,1,0.0487339717240448,0.0487339717240448,0.0487339717240448,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.08606710202999,0.0708739124478115,0.0730748648185426,"0.0000, 0.2715, 0.5430, 0.8146","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.75,0.2,0.05
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.862633538305991,0.0708722415840418,0.0473786864915199,"0.0000, 0.2157, 0.4313, 0.6470","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.03318922613287,0.0708730393286795,0.0665947540370122,"0.0000, 0.2583, 0.5166, 0.7749","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.988859229326836,0.0708731759388011,0.0613457708525237,"0.0000, 0.2472, 0.4944, 0.7416","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, equal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",0.76540292101895,0.0708721929046365,0.0376799075389646,"0.0000, 0.1914, 0.3827, 0.5741","1.0, 1.0, 1.0, 1.0","100, 160, 240, 300",200,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.60299588463234,0.0708670716435884,0.0715493881486612,"0.0000, 0.4007, 0.8015, 1.2022","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"normal",1,0,0,0.25,0.25,0.3,0.2,0.25,0.3,0.0968245836551854,0.0968245836551854,0.102469507659596,0.0894427190999916,0.0968245836551854,0.102469507659596,0.6,0.3,0.1
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.23287951463116,0.0708500041977333,0.0435977584569692,"0.0000, 0.3082, 0.6164, 0.9247","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",2,0,6,0.2,0.2,0.25,0.25,0.2,0.25,0.0894427190999916,0.0894427190999916,0.0968245836551854,0.0968245836551854,0.0894427190999916,0.0968245836551854,0.3,0.1,0.6
"balanced n, unequal SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD (eta_H^2 fixed)",1.64321511344077,0.0708735252315546,0.0749124467182468,"0.0000, 0.4108, 0.8216, 1.2324","1.0, 1.3, 1.7, 2.2","10, 10, 10, 10",10,"F.P.",3,0.5,1,0.35,0.25,0.35,0.25,0.3,0.35,0.106653645038508,0.0968245836551854,0.106653645038508,0.0968245836551854,0.102469507659596,0.106653645038508,0.3,0.45,0.25
