"design_set","design","omega_sq_regime","effect_size","shift_scale","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"brunner","balanced n, equal SD","bal","one-point alternative: last group shifted by 1.00",1,0.157894736842105,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","100, 100, 100, 100",100,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,6e-05,0,0.99994
"brunner","balanced n, equal SD","bal","one-point alternative: last group shifted by 1.00",1,0.157894736842105,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","100, 100, 100, 100",100,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0.09492,0.00572,0.89936
"brunner","balanced n, equal SD","bal","one-point alternative: last group shifted by 1.00",1,0.157894736842105,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","100, 100, 100, 100",100,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"brunner","balanced n, equal SD","bal","one-point alternative: last group shifted by 1.00",1,0.157894736842105,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","100, 100, 100, 100",100,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"normal",1,0,0,0.68238,0.5951,0.6809,0.64206,0.60078,0.6827,0.00208200641497571,0.0021952493708005,0.00208458720134227,0.00214391677263834,0.00219017529709382,0.00208144521907256,0.88306,0.06908,0.04786
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",2,0,6,0.70202,0.669,0.70658,0.8055,0.7611,0.79282,0.00204542376831795,0.00210446667828217,0.00203629420074802,0.00177013982498559,0.00190697031964318,0.0018124924695016,0.50352,0.05066,0.44582
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",3,0.5,1,0.68678,0.63404,0.6905,0.68986,0.65594,0.70686,0.00207419011471948,0.00215422040840764,0.00206741263418796,0.00206858976309949,0.00212453626186987,0.00203572562198347,0.75776,0.07102,0.17122
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",4,1,1.6,0.694,0.6778,0.70388,0.7369,0.72942,0.74766,0.00206089301032344,0.00208991463940516,0.00204172939245141,0.00196915408234094,0.00198678868327762,0.00194249594285291,0.48966,0.07474,0.4356
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","5, 8, 12, 15",10,"F.P.",5,2,6.6,0.71478,0.7673,0.74762,0.87904,0.88042,0.88076,0.00201925506858346,0.00188971272949091,0.00194259792854826,0.0014582776032018,0.00145107286929361,0.00144928825566207,0.08038,0.04228,0.87734
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"normal",1,0,0,0.95816,0.94572,0.958,0.94726,0.94634,0.9581,0.000895426316343226,0.00101324904737187,0.000897061870775924,0.000999584837820182,0.00100777581237099,0.000896040066068477,0.89534,0.05624,0.04842
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",2,0,6,0.94742,0.94422,0.94858,0.99066,0.98602,0.98764,0.000998151727945205,0.00102633904339648,0.00098768399399808,0.000430180529545446,0.000525063036215653,0.000494109914897486,0.232,0.01848,0.74952
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.95708,0.95384,0.95846,0.9654,0.96194,0.96562,0.000906398075902635,0.000938394953098108,0.000892350025494481,0.000817347416953158,0.000855703644961268,0.000814837598543415,0.62838,0.05046,0.32116
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.95738,0.96394,0.96056,0.97874,0.9793,0.97926,0.000903366322152868,0.000833782662328739,0.000870453748340485,0.000645104834891197,0.000636734010399948,0.000637335898879076,0.16128,0.02668,0.81204
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.9528,0.97342,0.96274,0.99724,0.99726,0.99726,0.000948389793281223,0.000719353926798208,0.00084701466811384,0.000234622351876371,0.000233773069449839,0.000233773069449839,0.00086,0.00082,0.99832
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"normal",1,0,0,0.99652,0.99544,0.99652,0.99502,0.99548,0.99652,0.000263358675573828,0.000301304045774364,0.000263358675573828,0.000314807865213053,0.000299985652990271,0.000263358675573828,0.89464,0.05552,0.04984
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",2,0,6,0.99346,0.99276,0.9935,0.99974,0.99968,0.9997,0.000360478248997079,0.00037914594551439,0.000359381412986258,7.21016504665515e-05,7.99871989758345e-05,7.74480471025535e-05,0.1002,0.00696,0.89284
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.99638,0.99666,0.99658,0.99804,0.99768,0.9978,0.000268585018197217,0.000258024975535316,0.000261086330549877,0.000197795773463437,0.000215156575544415,0.000209530904641773,0.5174,0.0378,0.4448
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.99614,0.99722,0.9966,0.99894,0.999,0.999,0.000277312112970205,0.000235468537176414,0.00026032441299271,0.000145525008160106,0.000141350627872677,0.000141350627872677,0.03708,0.00644,0.95648
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.99454,0.9978,0.99634,0.99996,0.99996,0.99996,0.000329550857987049,0.000209530904641773,0.000270059415684771,2.82837055563941e-05,2.82837055563941e-05,2.82837055563941e-05,0,2e-05,0.99998
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"normal",1,0,0,0.99998,0.99998,0.99998,0.99998,0.99998,0.99998,1.999979999901e-05,1.999979999901e-05,1.999979999901e-05,1.999979999901e-05,1.999979999901e-05,1.999979999901e-05,0.90182,0.04908,0.0491
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",2,0,6,0.99994,0.9999,0.99994,1,1,1,3.46399769052894e-05,4.47191234261113e-05,3.46399769052894e-05,0,0,0,0.01388,0.00068,0.98544
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0.33696,0.0236,0.63944
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0.00088,2e-04,0.99892
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","25, 40, 60, 75",50,"F.P.",5,2,6.6,0.99998,1,1,1,1,1,1.999979999901e-05,0,0,0,0,0,0,0,1
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.89834,0.05056,0.0511
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,6e-05,0,0.99994
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0923,0.00602,0.90168
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"brunner","unbalanced n, equal SD","unbal","one-point alternative: last group shifted by 1.00",1,0.189873417721519,"0.00, 0.00, 0.00, 1.00","1.0, 1.0, 1.0, 1.0","50, 80, 120, 150",100,"F.P.",5,2,6.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","10, 10, 10, 10",10,"normal",1,0,0,0.21946,0.15348,0.19408,0.17288,0.16344,0.20018,0.00185093116241529,0.00161197946388904,0.00176868851751799,0.00169110913663193,0.00165364667568377,0.00178945783744686,0.48642,0.3983,0.11528
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","10, 10, 10, 10",10,"F.P.",2,0,6,0.24702,0.18366,0.22576,0.26526,0.24934,0.27432,0.00192873595704544,0.00173164086576865,0.00186971881522329,0.00197432080675862,0.00193478455854909,0.0019953372526969,0.30822,0.13992,0.55186
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","10, 10, 10, 10",10,"F.P.",3,0.5,1,0.21688,0.1448,0.18462,0.17154,0.16322,0.1932,0.00184305759866587,0.00157374051228276,0.00173513950793589,0.0016859064529208,0.00165275062607763,0.00176563733535514,0.425,0.31602,0.25898
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","10, 10, 10, 10",10,"F.P.",4,1,1.6,0.2085,0.1396,0.17012,0.1599,0.16106,0.18102,0.00181674296475864,0.00154991509444872,0.00168035225830776,0.00163909725153818,0.00164389583854939,0.00172192775458206,0.29014,0.27452,0.43534
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","10, 10, 10, 10",10,"F.P.",5,2,6.6,0.20604,0.14564,0.1613,0.20896,0.21198,0.21676,0.00180879804511173,0.00157752331456622,0.00164488485919228,0.00181821735994352,0.00182781005358872,0.00184268880932186,0.06002,0.09456,0.84542
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","20, 20, 20, 20",20,"normal",1,0,0,0.40584,0.29906,0.31706,0.3364,0.32098,0.33578,0.00219605962760577,0.00204755032367949,0.00208102357699282,0.00211298386174623,0.00208783064255701,0.00211202174041841,0.15474,0.66278,0.18248
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","20, 20, 20, 20",20,"F.P.",2,0,6,0.43124,0.342,0.3755,0.51274,0.50798,0.51334,0.00221482307374652,0.00212149004239945,0.00216563962837772,0.00223534199799494,0.00223578317195563,0.00223527199418773,0.06544,0.07426,0.8603
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","20, 20, 20, 20",20,"F.P.",3,0.5,1,0.40016,0.29134,0.31294,0.32548,0.32032,0.33208,0.00219103616766132,0.00203204824942716,0.00207368539754708,0.00209543680219662,0.00208669642066114,0.00210619502230919,0.12812,0.39652,0.47536
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","20, 20, 20, 20",20,"F.P.",4,1,1.6,0.39426,0.28284,0.30332,0.29628,0.30306,0.30736,0.00218549331913872,0.00201415756285351,0.00205580630215981,0.00204204878296284,0.00205530842648981,0.0020634429015604,0.04544,0.19052,0.76404
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","20, 20, 20, 20",20,"F.P.",5,2,6.6,0.4056,0.3088,0.32694,0.41606,0.41658,0.41664,0.00219585354702904,0.00206611984163552,0.00209785717531008,0.00220433244498193,0.00220472721033692,0.00220477259779779,0.00048,0.00472,0.9948
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","30, 30, 30, 30",30,"normal",1,0,0,0.56086,0.43722,0.44024,0.47822,0.46604,0.4682,0.0022194416432968,0.00221837179751276,0.00222003937983091,0.00223394553022226,0.00223090438342839,0.00223154099222936,0.03126,0.71628,0.25246
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","30, 30, 30, 30",30,"F.P.",2,0,6,0.58434,0.48752,0.5055,0.70596,0.70452,0.70512,0.00220402706153985,0.00223537133201623,0.00223593269129462,0.00203754989337685,0.00204044882121557,0.00203924390694198,0.01186,0.02678,0.96136
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","30, 30, 30, 30",30,"F.P.",3,0.5,1,0.56706,0.4494,0.45632,0.47542,0.47524,0.47774,0.00221586532262229,0.00222458823156107,0.00222751905760647,0.00223336438406275,0.00223332461769444,0.00223385090102272,0.02864,0.33526,0.6361
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","30, 30, 30, 30",30,"F.P.",4,1,1.6,0.56572,0.447,0.45426,0.43518,0.44002,0.44054,0.00221666813754337,0.00222347026065113,0.00222669195175264,0.00221719808587325,0.00221992071750322,0.00222020047923605,0.0045,0.07842,0.91708
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","30, 30, 30, 30",30,"F.P.",5,2,6.6,0.5785,0.48268,0.496,0.59676,0.59676,0.59676,0.00220833761005875,0.00223472601273624,0.00223599642217961,0.00219379808733621,0.00219379808733621,0.00219379808733621,0,0.00014,0.99986
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","50, 50, 50, 50",50,"normal",1,0,0,0.7943,0.69132,0.6914,0.71802,0.71516,0.71522,0.00180769195384612,0.00206589766251864,0.002065749452378,0.00201229858420663,0.00201844581002315,0.00201831787189233,0.00054,0.61462,0.38484
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","50, 50, 50, 50",50,"F.P.",2,0,6,0.7999,0.70768,0.71036,0.91348,0.91336,0.91336,0.00178918970486642,0.00203405514969482,0.00202853972305203,0.0012572532728134,0.00125804221232835,0.00125804221232835,2e-04,0.00196,0.99784
"brunner","balanced n, unequal SD","het","one-point alternative: last group shifted by 1.00",1,0.0429447852760736,"0.00, 0.00, 0.00, 1.00","1.0000, 1.4142, 2.0000, 2.2361","50, 50, 50, 50",50,"F.P.",3,0.5,1,0.79972,0.7078,0.708,0.70856,0.70996,0.70998,0.00178979284611376,0.00203381002062631,0.00203340109176719,0.00203225355898323,0.00202936836675848,0.00202932698006014,0.00076,0.15254,0.8467
